source_path,exists,row_count,candidate_columns,source_role,usable_for_fork_inventory,usable_for_decision_point_inventory,rejection_reason,notes
outputs\ib1e_osm_nlsc_terrain_risk\juansi_waterfall_fitcsv_20260503\juansi_waterfall_fitcsv_20260503_osm_nlsc_terrain_risk_profile.csv,True,3973,sample_idx|dist_m|lat|lon|ele_gpx_m|delta_dist_m|delta_ele_m|slope_pct|slope_band|gain_m|loss_m|cum_gain_m|cum_loss_m|nearest_gpx_idx|nearest_gpx_dist_m|time_raw|ele_smooth|elevation_source|needs_nlsc_elevation|near_highway|dist_highway_m|osm_way_name|osm_way_name_zh|osm_way_id|osm_way_type|osm_highway|osm_surface|osm_tracktype|osm_smoothness|osm_trail_visibility|osm_sac_scale|osm_incline|osm_lit|osm_lit_status|osm_handrail|osm_safety_rope|osm_step_count|osm_width|osm_bridge|osm_bridge_material|osm_ford|osm_tunnel|osm_covered|osm_highway_family|osm_walk_relevance|osm_trail_difficulty_hint|osm_vertical_context|osm_is_steps|near_safety_rope|dist_safety_rope_m|near_assisted_trail|dist_assisted_trail_m|near_handrail|dist_handrail_m|near_rungs|dist_rungs_m|near_ladder|dist_ladder_m|near_via_ferrata|dist_via_ferrata_m|near_street_lamp|dist_street_lamp_m|near_cliff|dist_cliff_m|near_scree|dist_scree_m|near_bare_rock|dist_bare_rock_m|near_landslide|dist_landslide_m|near_waterway|dist_waterway_m|near_water_area|dist_water_area_m|near_wetland|dist_wetland_m|near_trailhead|dist_trailhead_m|near_peak|dist_peak_m|near_guidepost|dist_guidepost_m|near_shelter|dist_shelter_m|near_alpine_hut|dist_alpine_hut_m|near_wilderness_hut|dist_wilderness_hut_m|near_bench|dist_bench_m|near_picnic_table|dist_picnic_table_m|near_picnic_site|dist_picnic_site_m|near_drinking_water|dist_drinking_water_m|near_toilets|dist_toilets_m|near_visitor_centre|dist_visitor_centre_m|near_information_office|dist_information_office_m|technical_flags|safety_flags|hazard_flags|hydrology_flags|landmark_flags|facility_flags|rest_flags|support_flags|nearby_named_features|surface_class|route_semantic_class|assist_class|visibility_class|osm_difficulty_class|exposure_risk_score|hydrology_risk_score|landmark_context_score|navigation_risk_score|navigation_support_score|night_navigation_risk_score|night_navigation_support_score|rest_support_score|route_continuity_context_score|route_effort_risk_score|route_type_risk_score|support_score|surface_slip_risk_score|technical_risk_score|terrain_risk_score|applied_mapping_hits|conditional_factor_flags|conditional_risk_domains|conditional_notes|weather_sensitive_flags|needs_nlsc_flags|needs_activity_flags|unhandled_risk_domains|osm_semantic_risk_score_raw|osm_semantic_risk_score|osm_semantic_risk_band|terrain_seg_id|dist_mid|terrain_seg_len|terrain_elev_min|terrain_elev_max|terrain_elev_range|terrain_slope_window|terrain_slope_band_window|terrain_contour_density_20m|terrain_pipeline_stage|terrain_case_id|terrain_case_name|terrain_derived_at|terrain_segment_len_m|terrain_window_radius_m|terrain_density_buffer_m|terrain_elevation_source|terrain_match_dist_m|terrain_match_ok|terrain_window_risk_score|hydro_terrain_amplifier_score|osm_terrain_combined_risk_score|osm_terrain_combined_risk_band|terrain_risk_reason,activity_mapmatch_or_wrong_branch_diagnostic_not_fork_inventory,False,False,activity_behavior_diagnostic_not_route_decision_point_inventory,Activity diagnostics can validate consequences of forks but cannot define route-level fork exposure alone.
outputs\ib1e_osm_nlsc_terrain_risk\juansi_waterfall_fitcsv_20260503\juansi_waterfall_fitcsv_20260503_osm_nlsc_terrain_risk_summary.csv,True,23,metric|value,other_context_not_fork_inventory,False,False,no_governed_fork_topology_fields_found,"No node-degree, edge adjacency, or parseable fork/decision-point inventory fields found."
outputs\ib1e_osm_nlsc_terrain_risk\qixing_lengshuikeng_main_peak_20260523\qixing_lengshuikeng_main_peak_20260523_osm_nlsc_terrain_risk_profile.csv,True,1979,sample_idx|dist_m|lat|lon|ele_gpx_m|delta_dist_m|delta_ele_m|ele_smooth|slope_pct|slope_band|gain_m|loss_m|cum_gain_m|cum_loss_m|nearest_gpx_idx|nearest_gpx_dist_m|time_raw|near_highway|dist_highway_m|osm_way_name|osm_way_name_zh|osm_way_id|osm_highway|osm_surface|osm_tracktype|osm_smoothness|osm_trail_visibility|osm_sac_scale|osm_incline|osm_lit|osm_handrail|osm_safety_rope|osm_step_count|osm_width|osm_bridge|osm_ford|osm_tunnel|osm_lit_status|osm_highway_family|osm_walk_relevance|osm_trail_difficulty_hint|osm_vertical_context|osm_is_steps|near_safety_rope|dist_safety_rope_m|near_handrail|dist_handrail_m|near_rungs|dist_rungs_m|near_ladder|dist_ladder_m|near_via_ferrata|dist_via_ferrata_m|near_cliff|dist_cliff_m|near_scree|dist_scree_m|near_bare_rock|dist_bare_rock_m|near_landslide|dist_landslide_m|near_waterway|dist_waterway_m|near_water_area|dist_water_area_m|near_wetland|dist_wetland_m|near_trailhead|dist_trailhead_m|near_peak|dist_peak_m|near_guidepost|dist_guidepost_m|near_shelter|dist_shelter_m|near_alpine_hut|dist_alpine_hut_m|near_wilderness_hut|dist_wilderness_hut_m|near_bench|dist_bench_m|near_picnic_table|dist_picnic_table_m|near_picnic_site|dist_picnic_site_m|near_drinking_water|dist_drinking_water_m|near_toilets|dist_toilets_m|near_visitor_centre|dist_visitor_centre_m|near_information_office|dist_information_office_m|technical_flags|hazard_flags|hydrology_flags|landmark_flags|facility_flags|rest_flags|support_flags|safety_flags|nearby_named_features|surface_class|route_semantic_class|assist_class|visibility_class|osm_difficulty_class|exposure_risk_score|hydrology_risk_score|landmark_context_score|navigation_risk_score|navigation_support_score|night_navigation_risk_score|night_navigation_support_score|rest_support_score|route_continuity_context_score|route_effort_risk_score|route_type_risk_score|support_score|surface_slip_risk_score|technical_risk_score|terrain_risk_score|applied_mapping_hits|conditional_factor_flags|conditional_risk_domains|conditional_notes|weather_sensitive_flags|needs_nlsc_flags|needs_activity_flags|unhandled_risk_domains|osm_semantic_risk_score_raw|osm_semantic_risk_score|osm_semantic_risk_band|seg_id|dist_mid|terrain_seg_len|terrain_elev_min|terrain_elev_max|terrain_elev_range|terrain_slope_window|terrain_slope_band_window|terrain_contour_density_20m|terrain_pipeline_stage|terrain_case_id|terrain_case_name|terrain_derived_at|terrain_segment_len_m|terrain_window_radius_m|terrain_density_buffer_m|terrain_elevation_source|terrain_match_dist_m|terrain_match_ok|terrain_window_risk_score|hydro_terrain_amplifier_score|osm_terrain_combined_risk_score|osm_terrain_combined_risk_band|terrain_risk_reason,activity_mapmatch_or_wrong_branch_diagnostic_not_fork_inventory,False,False,activity_behavior_diagnostic_not_route_decision_point_inventory,Activity diagnostics can validate consequences of forks but cannot define route-level fork exposure alone.
outputs\ib1e_osm_nlsc_terrain_risk\qixing_lengshuikeng_main_peak_20260523\qixing_lengshuikeng_main_peak_20260523_osm_nlsc_terrain_risk_summary.csv,True,10,metric|value,other_context_not_fork_inventory,False,False,no_governed_fork_topology_fields_found,"No node-degree, edge adjacency, or parseable fork/decision-point inventory fields found."
outputs\ib1e_osm_nlsc_terrain_risk\qixing_xiaoyoukeng_main_peak_20260315\qixing_xiaoyoukeng_main_peak_20260315_osm_nlsc_terrain_risk_profile.csv,True,2323,sample_idx|dist_m|lat|lon|ele_gpx_m|delta_dist_m|delta_ele_m|ele_smooth|slope_pct|slope_band|gain_m|loss_m|cum_gain_m|cum_loss_m|nearest_gpx_idx|nearest_gpx_dist_m|time_raw|near_highway|dist_highway_m|osm_way_name|osm_way_name_zh|osm_way_id|osm_highway|osm_surface|osm_tracktype|osm_smoothness|osm_trail_visibility|osm_sac_scale|osm_incline|osm_lit|osm_handrail|osm_safety_rope|osm_step_count|osm_width|osm_bridge|osm_ford|osm_tunnel|osm_lit_status|osm_highway_family|osm_walk_relevance|osm_trail_difficulty_hint|osm_vertical_context|osm_is_steps|near_safety_rope|dist_safety_rope_m|near_handrail|dist_handrail_m|near_rungs|dist_rungs_m|near_ladder|dist_ladder_m|near_via_ferrata|dist_via_ferrata_m|near_cliff|dist_cliff_m|near_scree|dist_scree_m|near_bare_rock|dist_bare_rock_m|near_landslide|dist_landslide_m|near_waterway|dist_waterway_m|near_water_area|dist_water_area_m|near_wetland|dist_wetland_m|near_trailhead|dist_trailhead_m|near_peak|dist_peak_m|near_guidepost|dist_guidepost_m|near_shelter|dist_shelter_m|near_alpine_hut|dist_alpine_hut_m|near_wilderness_hut|dist_wilderness_hut_m|near_bench|dist_bench_m|near_picnic_table|dist_picnic_table_m|near_picnic_site|dist_picnic_site_m|near_drinking_water|dist_drinking_water_m|near_toilets|dist_toilets_m|near_visitor_centre|dist_visitor_centre_m|near_information_office|dist_information_office_m|technical_flags|hazard_flags|hydrology_flags|landmark_flags|facility_flags|rest_flags|support_flags|safety_flags|nearby_named_features|surface_class|route_semantic_class|assist_class|visibility_class|osm_difficulty_class|exposure_risk_score|hydrology_risk_score|landmark_context_score|navigation_risk_score|navigation_support_score|night_navigation_risk_score|night_navigation_support_score|rest_support_score|route_continuity_context_score|route_effort_risk_score|route_type_risk_score|support_score|surface_slip_risk_score|technical_risk_score|terrain_risk_score|applied_mapping_hits|conditional_factor_flags|conditional_risk_domains|conditional_notes|weather_sensitive_flags|needs_nlsc_flags|needs_activity_flags|unhandled_risk_domains|osm_semantic_risk_score_raw|osm_semantic_risk_score|osm_semantic_risk_band|seg_id|dist_mid|terrain_seg_len|terrain_elev_min|terrain_elev_max|terrain_elev_range|terrain_slope_window|terrain_slope_band_window|terrain_contour_density_20m|terrain_pipeline_stage|terrain_case_id|terrain_case_name|terrain_derived_at|terrain_segment_len_m|terrain_window_radius_m|terrain_density_buffer_m|terrain_elevation_source|terrain_match_dist_m|terrain_match_ok|terrain_window_risk_score|hydro_terrain_amplifier_score|osm_terrain_combined_risk_score|osm_terrain_combined_risk_band|terrain_risk_reason,activity_mapmatch_or_wrong_branch_diagnostic_not_fork_inventory,False,False,activity_behavior_diagnostic_not_route_decision_point_inventory,Activity diagnostics can validate consequences of forks but cannot define route-level fork exposure alone.
outputs\ib1e_osm_nlsc_terrain_risk\qixing_xiaoyoukeng_main_peak_20260315\qixing_xiaoyoukeng_main_peak_20260315_osm_nlsc_terrain_risk_summary.csv,True,10,metric|value,other_context_not_fork_inventory,False,False,no_governed_fork_topology_fields_found,"No node-degree, edge adjacency, or parseable fork/decision-point inventory fields found."
outputs\ib1e_route_profile_contour_window_terrain\juansi_waterfall_fitcsv_20260503\juansi_waterfall_fitcsv_20260503_route_profile_contour_window_terrain_enriched.csv,True,3973,sample_idx|dist_m|lat|lon|ele_gpx_m|delta_dist_m|delta_ele_m|slope_pct|slope_band|gain_m|loss_m|cum_gain_m|cum_loss_m|nearest_gpx_idx|nearest_gpx_dist_m|time_raw|ele_smooth|elevation_source|needs_nlsc_elevation|near_highway|dist_highway_m|osm_way_name|osm_way_name_zh|osm_way_id|osm_way_type|osm_highway|osm_surface|osm_tracktype|osm_smoothness|osm_trail_visibility|osm_sac_scale|osm_incline|osm_lit|osm_lit_status|osm_handrail|osm_safety_rope|osm_step_count|osm_width|osm_bridge|osm_bridge_material|osm_ford|osm_tunnel|osm_covered|osm_highway_family|osm_walk_relevance|osm_trail_difficulty_hint|osm_vertical_context|osm_is_steps|near_safety_rope|dist_safety_rope_m|near_assisted_trail|dist_assisted_trail_m|near_handrail|dist_handrail_m|near_rungs|dist_rungs_m|near_ladder|dist_ladder_m|near_via_ferrata|dist_via_ferrata_m|near_street_lamp|dist_street_lamp_m|near_cliff|dist_cliff_m|near_scree|dist_scree_m|near_bare_rock|dist_bare_rock_m|near_landslide|dist_landslide_m|near_waterway|dist_waterway_m|near_water_area|dist_water_area_m|near_wetland|dist_wetland_m|near_trailhead|dist_trailhead_m|near_peak|dist_peak_m|near_guidepost|dist_guidepost_m|near_shelter|dist_shelter_m|near_alpine_hut|dist_alpine_hut_m|near_wilderness_hut|dist_wilderness_hut_m|near_bench|dist_bench_m|near_picnic_table|dist_picnic_table_m|near_picnic_site|dist_picnic_site_m|near_drinking_water|dist_drinking_water_m|near_toilets|dist_toilets_m|near_visitor_centre|dist_visitor_centre_m|near_information_office|dist_information_office_m|technical_flags|safety_flags|hazard_flags|hydrology_flags|landmark_flags|facility_flags|rest_flags|support_flags|nearby_named_features|surface_class|route_semantic_class|assist_class|visibility_class|osm_difficulty_class|case_id|case_name|osm_raw_dir|ia1_dataset_id|pipeline_stage|exposure_risk_score|hydrology_risk_score|landmark_context_score|navigation_risk_score|navigation_support_score|night_navigation_risk_score|night_navigation_support_score|rest_support_score|route_continuity_context_score|route_effort_risk_score|route_type_risk_score|support_score|surface_slip_risk_score|technical_risk_score|terrain_risk_score|applied_mapping_hits|conditional_factor_flags|conditional_risk_domains|conditional_notes|weather_sensitive_flags|needs_nlsc_flags|needs_activity_flags|unhandled_risk_domains|osm_semantic_risk_score_raw|osm_semantic_risk_score|osm_semantic_risk_band|profile_dist_m|terrain_segment_id|terrain_dist_mid_m|terrain_segment_len_m|elev_min_nlsc_window|elev_max_nlsc_window|elev_range_nlsc_window|slope_window_nlsc|slope_band_window_nlsc|contour_density_20m_nlsc_window|terrain_pipeline_stage|terrain_case_id|terrain_case_name|terrain_derived_at|terrain_window_radius_m|terrain_density_buffer_m|terrain_elevation_source|dist_to_contour_window_mid_m|contour_window_match_status|terrain_window_risk_score|hydro_terrain_amplifier_score|osm_terrain_combined_risk_score_raw|osm_terrain_combined_risk_score|osm_terrain_combined_risk_band|contour_window_enriched_at|contour_window_max_align_diff_m|terrain_weight|hydro_terrain_weight|profile_csv|contour_csv,activity_mapmatch_or_wrong_branch_diagnostic_not_fork_inventory,False,False,activity_behavior_diagnostic_not_route_decision_point_inventory,Activity diagnostics can validate consequences of forks but cannot define route-level fork exposure alone.
outputs\ib1e_route_profile_contour_window_terrain\juansi_waterfall_fitcsv_20260503\juansi_waterfall_fitcsv_20260503_route_profile_contour_window_terrain_summary.csv,True,26,metric|value,other_context_not_fork_inventory,False,False,no_governed_fork_topology_fields_found,"No node-degree, edge adjacency, or parseable fork/decision-point inventory fields found."
outputs\ib1e_route_profile_contour_window_terrain\qixing_lengshuikeng_main_peak_20260523\qixing_lengshuikeng_main_peak_20260523_route_profile_contour_window_terrain_enriched.csv,True,4189,case_id|case_name|activity_type|activity_fp|ordered_path_fp|mainline_fp|sample_idx|dist_m|lat|lon|ele_gpx_m|delta_dist_m|delta_ele_m|slope_pct|slope_band|gain_m|loss_m|cum_gain_m|cum_loss_m|nearest_gpx_idx|nearest_gpx_dist_m|time_raw|ele_smooth|elevation_source|needs_nlsc_elevation|near_highway|dist_highway_m|osm_way_name|osm_way_name_zh|osm_way_id|osm_way_type|osm_highway|osm_surface|osm_tracktype|osm_smoothness|osm_trail_visibility|osm_sac_scale|osm_incline|osm_lit|osm_lit_status|osm_handrail|osm_safety_rope|osm_step_count|osm_width|osm_bridge|osm_bridge_material|osm_ford|osm_tunnel|osm_covered|osm_highway_family|osm_walk_relevance|osm_trail_difficulty_hint|osm_vertical_context|osm_is_steps|near_safety_rope|dist_safety_rope_m|near_assisted_trail|dist_assisted_trail_m|near_handrail|dist_handrail_m|near_rungs|dist_rungs_m|near_ladder|dist_ladder_m|near_via_ferrata|dist_via_ferrata_m|near_street_lamp|dist_street_lamp_m|near_cliff|dist_cliff_m|near_scree|dist_scree_m|near_bare_rock|dist_bare_rock_m|near_landslide|dist_landslide_m|near_waterway|dist_waterway_m|near_water_area|dist_water_area_m|near_wetland|dist_wetland_m|near_trailhead|dist_trailhead_m|near_peak|dist_peak_m|near_guidepost|dist_guidepost_m|near_shelter|dist_shelter_m|near_alpine_hut|dist_alpine_hut_m|near_wilderness_hut|dist_wilderness_hut_m|near_bench|dist_bench_m|near_picnic_table|dist_picnic_table_m|near_picnic_site|dist_picnic_site_m|near_drinking_water|dist_drinking_water_m|near_toilets|dist_toilets_m|near_visitor_centre|dist_visitor_centre_m|near_information_office|dist_information_office_m|technical_flags|safety_flags|hazard_flags|hydrology_flags|landmark_flags|facility_flags|rest_flags|support_flags|nearby_named_features|surface_class|route_semantic_class|assist_class|visibility_class|osm_difficulty_class|osm_raw_dir|ia1_dataset_id|pipeline_stage|exposure_risk_score|hydrology_risk_score|landmark_context_score|navigation_risk_score|navigation_support_score|night_navigation_risk_score|night_navigation_support_score|rest_support_score|route_continuity_context_score|route_effort_risk_score|route_type_risk_score|support_score|surface_slip_risk_score|technical_risk_score|terrain_risk_score|applied_mapping_hits|conditional_factor_flags|conditional_risk_domains|conditional_notes|weather_sensitive_flags|needs_nlsc_flags|needs_activity_flags|unhandled_risk_domains|osm_semantic_risk_score_raw|osm_semantic_risk_score|osm_semantic_risk_band|profile_dist_m|terrain_segment_id|terrain_dist_mid_m|terrain_segment_len_m|elev_min_nlsc_window|elev_max_nlsc_window|elev_range_nlsc_window|slope_window_nlsc|slope_band_window_nlsc|contour_density_20m_nlsc_window|terrain_pipeline_stage|terrain_case_id|terrain_case_name|terrain_derived_at|terrain_window_radius_m|terrain_density_buffer_m|terrain_elevation_source|dist_to_contour_window_mid_m|contour_window_match_status|terrain_window_risk_score|hydro_terrain_amplifier_score|osm_terrain_combined_risk_score_raw|osm_terrain_combined_risk_score|osm_terrain_combined_risk_band|contour_window_enriched_at|contour_window_max_align_diff_m|terrain_weight|hydro_terrain_weight|profile_csv|contour_csv,activity_mapmatch_or_wrong_branch_diagnostic_not_fork_inventory,False,False,activity_behavior_diagnostic_not_route_decision_point_inventory,Activity diagnostics can validate consequences of forks but cannot define route-level fork exposure alone.
outputs\ib1e_route_profile_contour_window_terrain\qixing_lengshuikeng_main_peak_20260523\qixing_lengshuikeng_main_peak_20260523_route_profile_contour_window_terrain_summary.csv,True,25,metric|value,other_context_not_fork_inventory,False,False,no_governed_fork_topology_fields_found,"No node-degree, edge adjacency, or parseable fork/decision-point inventory fields found."
